strain,phage,interaction
GCA_020271665.1,ABCWEU010000034.1,1
GCA_021646645.1,SYXT01000049.1,0
GCA_019210045.1,DAESMF010000048.1,1
GCA_019342525.1,ABBMEL010000043.1,1
GCA_024875285.1,AASOJQ010000073.1,0
GCA_012791575.1,AARCXD010000031.1,0
GCA_018968565.1,ABAXQT010000044.1,1
GCA_021547115.1,JAKFSK010000023.1,1
GCA_012360765.1,DAPYSG010000121.1,0
GCA_026669575.1,ABIAEH010000030.1,0
GCA_011864545.1,AARAMW010000038.1,1
GCA_000304835.2,ABMOLD010000030.1,0
GCA_024735425.1,DANAOK010000047.1,0
GCA_000806175.1,JWHN01000001.1,1
GCA_018968565.1,CAXFVM010000075.1,0
GCA_013752235.1,ABKZZK010000050.1,0
GCA_012309915.1,AASGAE010000039.1,1
GCA_015865445.1,AAXREQ010000089.1,1
GCA_011899685.1,AARDKZ010000033.1,1
GCA_028506435.1,ABKMDU010000049.1,1
GCA_019821805.1,ABCFDQ010000043.1,1
GCA_034235695.1,ABPIVJ010000030.1,1
GCA_011907445.1,AATGDA010000060.1,0
GCA_025441195.1,ABIMHM010000050.1,1
GCA_024165925.1,AASITW010000083.1,0
GCA_020735205.1,ABKSZD010000031.1,0
GCA_012117185.1,AARRJJ010000040.1,1
GCA_014700735.1,DABURL010000048.1,1
GCA_034237215.1,DAJGMA010000121.1,0
GCA_011819125.1,AAQXGD010000030.1,1
GCA_011973155.1,DABCTS010000064.1,0
GCA_032178575.1,ABNBXB010000066.1,1
GCA_005039305.1,RRRT01000041.1,1
GCA_011977105.1,ABMIJC010000036.1,0
GCA_017048815.1,ABDDAQ010000040.1,0
GCA_028604305.1,ABKPDC010000039.1,1
GCA_032767795.1,ABFIUU010000071.1,0
GCA_014435285.1,AARUKW010000064.1,0
GCA_019576875.1,AASLTZ010000061.1,0
GCA_000704045.1,ADJB01000022.1,0
GCA_012925905.1,ABLBFN010000086.1,0
GCA_002475235.1,JAYWMU010000070.1,0
GCA_014967685.1,AAWONP010000052.1,1
GCA_019709335.1,ABADWY010000034.1,0
GCA_023185775.1,ABJFOL010000031.1,0
GCA_021301395.1,ABJFLX010000030.1,0
GCA_016737695.1,AARKQT010000042.1,0
GCA_017678045.1,AAZRWS010000043.1,1
GCA_020241125.1,AASEYC010000040.1,0
GCA_022664555.1,JAKSXQ010000088.1,1
GCA_018099125.1,DAHHPY010000025.1,0
GCA_012815995.1,ABKNEE010000062.1,0
GCA_012156945.1,AATLBE010000043.1,0
GCA_025624765.1,JAKWLB010000044.1,0
GCA_033546095.1,DAAYYO010000034.1,0
GCA_012157705.1,AARUHJ010000032.1,1
GCA_012558145.1,AASSYD010000038.1,1
GCA_023866635.1,JAMEYA010000138.1,1
GCA_030475295.1,JASZMD010000126.1,1
GCA_032420575.1,ABNKOS010000053.1,1
GCA_002769075.1,BEST01000202.1,1
GCA_002231015.1,AARZZR010000061.1,0
GCA_026669135.1,JACXID010000009.1,0
GCA_011869105.1,AARTQZ010000033.1,0
GCA_014232725.1,AAVLFW010000031.1,1
GCA_008326445.1,BKCA01000013.1,1
GCA_030722845.1,ABBXDA010000031.1,0
GCA_023889425.1,DAJGIE010000077.1,0
GCA_011870385.1,ABBVKM010000103.1,0
GCA_030220985.1,ABLPPD010000038.1,1
GCA_011957025.1,AASLPR010000090.1,0
GCA_000778745.1,DABWRL010000064.1,0
GCA_005040075.1,RRPF01000068.1,1
GCA_003362095.1,QGZX01000044.1,1
GCA_023724185.1,JAKYTC010000051.1,1
GCA_009894385.1,WXIJ01000128.1,1
GCA_035084855.1,ABIIEE010000104.1,0
GCA_033678225.1,ABOWTS010000039.1,1
GCA_014968105.1,ABHCWW010000051.1,0
GCA_023092925.1,ABFXIU010000029.1,1
GCA_011889105.1,JADIWF010000098.1,0
GCA_017771445.1,AAYPAS010000068.1,0
GCA_026208255.1,ABJKIA010000077.1,1
GCA_011890205.1,DAFATL010000073.1,0
GCA_023876405.1,JABKHR010000261.1,0
GCA_012481075.1,AARVWK010000044.1,0
GCA_012818995.1,ABHXZD010000039.1,0
GCA_019282655.1,AATCXR010000042.1,0
GCA_020288145.1,ABCXFS010000069.1,1
GCA_020327215.1,ABCZOS010000049.1,1
GCA_000616265.1,ABABMO010000067.1,0
GCA_022979715.1,ABFUGS010000030.1,1
GCA_011825935.1,AAQXSX010000051.1,1
GCA_014546685.1,AAWAEW010000050.1,1
GCA_012220955.1,AASACD010000026.1,1
GCA_014809625.1,JZQG01000001.1,0
GCA_011970975.1,ABQIZU010000031.1,0
GCA_025474435.1,DAHKHM010000137.1,0
GCA_012035785.1,JAAULZ010000043.1,1
GCA_019579705.1,ABBXBA010000048.1,1
GCA_028551135.1,ABKNVG010000039.1,1
GCA_002133605.1,DAPOFN010000040.1,0
GCA_020329115.1,DABQRJ010000105.1,0
GCA_034692545.1,ABPQFC010000034.1,1
GCA_030000735.1,ABOBLL010000033.1,0
GCA_012223445.1,ABDZLD010000048.1,0
GCA_032873535.1,AARSAG010000032.1,0
GCA_005392105.1,AAQZQU010000033.1,0
GCA_023339895.1,DAHDRC010000025.1,1
GCA_014714635.1,DABVCP010000101.1,1
GCA_022327255.1,JAHCEJ010000169.1,1
GCA_036479195.1,AAYZWQ010000032.1,0
GCA_012141665.1,ABOTRC010000052.1,0
GCA_013764165.1,AAUMZK010000045.1,1
GCA_012334105.1,AARIQH010000046.1,0
GCA_025314955.1,DAJHQD010000069.1,1
GCA_012129735.1,AARSJE010000071.1,1
GCA_025155695.1,DAHBPS010000081.1,0
GCA_012113755.1,JAIMZS010000173.1,0
GCA_022593475.1,ABFJRM010000082.1,1
GCA_016155775.1,JAWJJT010000062.1,0
GCA_031645155.1,DAMVWA010000045.1,0
GCA_012215865.1,AARZOD010000047.1,1
GCA_012024985.1,ABCADE010000057.1,0
GCA_014187195.1,DABPKP010000083.1,1
GCA_011965695.1,AARIGD010000032.1,1
GCA_031784475.1,DAHJUQ010000042.1,0
GCA_018198995.1,JAHWEY010000048.1,0
GCA_032429235.1,ABQYFV010000035.1,0
GCA_023881785.1,AAWZSV010000032.1,0
GCA_019982445.1,DAEWFV010000067.1,1
GCA_012498805.1,AASQRB010000055.1,1
GCA_009880675.1,WSJZ01000018.1,1
GCA_012504875.1,AASQZP010000035.1,1
GCA_021230075.1,ABEIPO010000030.1,1
GCA_000249375.2,AAYMTC010000091.1,0
GCA_028654755.1,ABDIOL010000067.1,0
GCA_012147375.1,AARTNU010000142.1,1
GCA_017201215.1,ABPGIG010000034.1,0
GCA_012117115.1,AAUHHP010000030.1,0
GCA_015215705.1,AAWZZO010000063.1,1
GCA_015699055.1,JABWGD010000117.1,1
GCA_016390045.1,ABBXBL010000050.1,0
GCA_009791195.1,ABLCMO010000016.1,0
GCA_018562495.1,DAJLCG010000033.1,0
GCA_017716815.1,DADRCC010000055.1,1
GCA_017679705.1,CATRSI010000051.1,0
GCA_020365565.1,CATUPW010000063.1,0
GCA_004172245.1,SAFS01000060.1,1
GCA_012115115.1,AARRFT010000032.1,1
GCA_020558265.1,ABDJBO010000063.1,1
GCA_012006385.1,DAAYYK010000070.1,1
GCA_012138625.1,AARSYQ010000050.1,1
GCA_019894985.1,ABCHVQ010000045.1,1
GCA_001607515.1,DAJJSJ010000074.1,0
GCA_027978975.1,ABFIME010000044.1,0
GCA_002461375.1,AASRAR010000041.1,0
GCA_019366355.1,AARSNU010000140.1,0
GCA_012887015.1,DAPJMP010000037.1,0
GCA_002535715.1,NMAZ01000065.1,1
GCA_008757145.1,VZED01000052.1,1
GCA_903973525.1,CAJCSA010001273.1,1
GCA_958429955.1,CAUAMB010000075.1,1
GCA_900450185.1,UGFM01000002.1,1
GCA_023870525.1,JAKWKL010000124.1,0
GCA_029586215.1,JAGMTB010000070.1,0
GCA_018013775.1,DADWFD010000055.1,1
GCA_018099125.1,ABAEGM010000075.1,1
GCA_011878225.1,AARSQB010000077.1,0
GCA_024578095.1,ABEHRK010000106.1,0
GCA_012020665.1,AARLOH010000089.1,1
GCA_026124085.1,AAREIL010000028.1,0
GCA_015205995.1,AAWZOB010000033.1,1
GCA_031589975.1,ABMMOH010000078.1,1
GCA_011908205.1,AARDUL010000021.1,1
GCA_004171795.1,JADPVO010000046.1,0
GCA_013020385.1,BEUC01000153.1,0
GCA_014187655.1,DABPMV010000103.1,1
GCA_018492625.1,AASHQT010000089.1,0
GCA_015531125.1,NLYH01000051.1,0
GCA_014816205.1,DABWRA010000195.1,1
GCA_014558775.1,AAQZVH010000059.1,0
GCA_902845125.1,JZPG01000045.1,0
GCA_030823055.1,DAOZBH010000055.1,1
GCA_020286615.1,ABCXCY010000031.1,1
GCA_031958045.1,WSQL01000014.1,0
GCA_019003525.1,ABROAT010000021.1,0
GCA_002466925.1,NJLF01000044.1,1
GCA_023324765.1,AAADQW020000070.1,0
GCA_020371465.1,AAUFOL010000032.1,0
GCA_011904485.1,JXVU01000057.1,0
GCA_018683415.1,JAGEWZ010000048.1,1
GCA_022325535.1,ABGUZU010000031.1,0
GCA_032815505.1,ABOASW010000039.1,1
GCA_018482125.1,ABAONJ010000045.1,1
GCA_012364505.2,AATDRH010000033.1,0
GCA_017765625.1,CAMGWP010000061.1,0
GCA_029035485.1,DANTHO010000049.1,1
GCA_025156385.1,AATOJL010000077.1,0
GCA_027555365.1,DALXXZ010000097.1,1
GCA_020487565.1,ABDGMF010000074.1,1
GCA_031775255.1,ABIXBC010000042.1,0
GCA_017233715.1,JAMFDV010000052.1,0
GCA_026010135.1,BRSK01000025.1,1
GCA_028179945.1,AASBLX010000032.1,0
GCA_958327115.1,CATTYN010000054.1,1
GCA_005041735.1,RRMP01000050.1,1
GCA_018013775.1,JAPDDD010000061.1,0
GCA_023041675.1,DAHAAK010000113.1,1
GCA_014435995.1,ABHWJZ010000088.1,0
GCA_025404815.1,JAGGFF010000040.1,1
GCA_025721495.1,ABIVVA010000155.1,1
GCA_012621625.1,ABFZDQ010000033.1,0
GCA_027901775.1,ABAMVG010000030.1,0
GCA_012690745.1,AATATM010000064.1,1
GCA_020229855.1,ABCUBY010000041.1,1
GCA_016403795.1,DAEWHE010000083.1,0
GCA_021243525.1,ABEJDA010000059.1,1
GCA_026363975.1,ABNKOA010000045.1,0
GCA_012156165.1,AAWXUO010000038.1,0
GCA_017686295.1,JAPMEG010000048.1,0
GCA_012014345.1,AARLCK010000057.1,1
GCA_023358535.1,AAQXCJ010000034.1,0
GCA_018459425.1,DAECDM010000097.1,1
GCA_020379365.1,ABDCJM010000051.1,1
GCA_012309105.1,AASFZB010000034.1,1
GCA_016991555.1,DADGUQ010000070.1,1
GCA_019475005.1,ABBQCW010000052.1,1
GCA_911103615.1,AAQXYI010000096.1,0
GCA_012638525.1,AASYIE010000054.1,1
GCA_032638525.2,AASGFO010000055.1,0
GCA_003981345.1,PNRY01000059.1,1
GCA_014609615.1,DABSYJ010000096.1,1
GCA_012436595.1,AASMYU010000029.1,1
GCA_020293025.2,DABMHW010000063.1,0
GCA_003291995.1,PJHR01000050.1,1
GCA_011948125.1,ABRWQJ010000043.1,0
GCA_031732075.1,JAVMQP010000017.1,1
GCA_023100505.1,ABLMJC010000045.1,0
GCA_017201215.1,AAZFRA010000052.1,1
GCA_014609635.1,DABSYE010000052.1,1
GCA_012153525.1,AARTYU010000035.1,1
GCA_028455705.1,ABKLYF010000032.1,1
GCA_012234505.1,ABAOIX010000028.1,0
GCA_028613055.1,ABKPON010000058.1,1
GCA_025913835.1,ABGIHQ010000033.1,0
GCA_018049745.1,ABACSF010000063.1,1
GCA_009775905.1,DAJQJJ010000118.1,0
GCA_012987645.1,AATOAN010000048.1,1
GCA_012879775.1,AATKRJ010000054.1,1
GCA_011840925.1,RNGY02000063.1,0
GCA_030510785.1,ABGENV010000080.1,0
GCA_011855405.1,JHFS01000076.1,0
GCA_000777995.1,AASPKT010000042.1,0
GCA_020540765.2,ABOBFB010000041.1,0
GCA_012114695.1,AASZLJ010000064.1,0
GCA_026206095.1,DAJWXG010000048.1,1
GCA_017678045.1,ABQDOF010000059.1,0
GCA_032158045.1,AAWARZ010000115.1,0
GCA_006238775.1,SQCB01000052.1,1
GCA_011840085.1,AAQYRU010000033.1,1
GCA_012323205.1,AASGOC010000034.1,1
GCA_029384635.1,DAOAJT010000033.1,1
GCA_916160225.1,CAJZOP010000019.1,1
GCA_024427845.1,ABHGPF010000078.1,1
GCA_022021025.1,ABEZDN010000030.1,1
GCA_013705125.1,CATSOR010000049.1,0
GCA_023366235.1,ABGESP010000091.1,1
GCA_012324625.1,DAKRWE010000065.1,0
GCA_019655815.1,BPFT01000063.1,1
GCA_012830195.1,AATJEV010000031.1,1
GCA_964006105.1,ABNTFC020000109.1,0
GCA_003301945.1,NRXA01000063.1,1
GCA_031062695.1,AATDSQ010000085.1,0
GCA_012125515.1,ABCUXA010000057.1,0
GCA_020366005.1,ABDBLI010000070.1,1
GCA_012035505.1,AAQXQK010000040.1,0
GCA_020333695.1,BKCA01000013.1,0
GCA_002458405.1,ABCTXY010000052.1,0
GCA_005394065.1,NKPL01000083.1,0
GCA_020387655.1,ABDCXN010000018.1,1
GCA_015653145.1,AARSNR010000055.1,0
GCA_020333795.1,ABCZVB010000067.1,1
GCA_013422645.1,DAJXAP010000059.1,0
GCA_012118595.1,JAXRBN010000179.1,0
GCA_902844795.1,ABQEXD010000033.1,0
GCA_011920665.1,AARUVV010000032.1,0
GCA_020083845.1,ABCPKB010000068.1,1
GCA_014863305.1,JACZMV010000043.1,1
GCA_012454345.1,DAHBOO010000023.1,0
GCA_018175035.1,DADZZC010000048.1,1
GCA_023193515.1,ABDALV010000073.1,0
GCA_024188055.1,ABGZIB010000054.1,1
GCA_029080495.1,ABGJQE010000047.1,0
GCA_034317745.1,CAJDJP010000049.1,0
GCA_012145005.1,WSKE01000019.1,0
GCA_012126655.1,DAJGQI010000088.1,0
GCA_020353315.1,ABHEYP010000044.1,0
GCA_029942545.1,JAMRDX010000129.1,1
GCA_011924465.1,NKMI01000021.1,0
GCA_017293775.1,DADNUY010000027.1,1
GCA_021428055.1,ABEOUV010000031.1,1
GCA_012756955.1,JAFHST010000096.1,0
GCA_036611895.1,JAZJDH010000019.1,1
GCA_012055305.1,AARNFK010000080.1,1
GCA_022973125.1,JAGMNR010000043.1,1
GCA_011958675.1,AARINQ010000044.1,0
GCA_958327115.1,DAMWFV010000051.1,0
GCA_002513715.1,AATTEI010000058.1,0
GCA_014436445.1,AARRGU010000038.1,0
GCA_015196005.1,ABKCSJ010000034.1,0
GCA_012175075.1,AARVLQ010000068.1,1
GCA_012078275.1,AAROQU010000101.1,1
GCA_011939005.1,DAJGBK010000117.1,0
GCA_032415945.1,DAQCBF010000031.1,1
GCA_021248725.1,ABEJHO010000110.1,1
GCA_012131455.1,CAUAOW010000050.1,0
GCA_024146405.1,ABKIJV010000033.1,0
GCA_018777645.1,ABATJH010000030.1,1
GCA_030003515.1,AASXUJ010000036.1,0
GCA_031732035.1,JAVMPY010000022.1,1
GCA_029646405.1,ABDBKO010000020.1,0
GCA_012880315.1,ABFTXS010000029.1,0
GCA_011970875.1,JHSH01000050.1,0
GCA_023995255.1,ABGTJH010000030.1,1
GCA_025595305.1,ABIQUD010000028.1,1
GCA_004259125.1,DAEWJP010000016.1,0
GCA_037112315.1,ABPCGP010000053.1,0
GCA_024458955.1,ABHHGX010000044.1,1
GCA_025522255.1,JAGUHT010000062.1,0
GCA_020644115.1,ABDMUD010000036.1,1
GCA_013422465.1,ABHGAE010000032.1,0
GCA_020353475.1,DADNKM010000063.1,0
GCA_011822135.1,AAQXMM010000059.1,1
GCA_900196425.1,FZIT01000109.1,1
GCA_011909265.1,AARECY010000063.1,1
GCA_012319545.1,CATUPW010000063.1,0
GCA_011603085.1,JAANCW010000015.1,1
GCA_012401065.1,AASKHQ010000078.1,1
GCA_030199955.1,JARILG010000055.1,1
GCA_012140705.1,AARTBQ010000074.1,1
GCA_032245715.1,ABJYLG010000047.1,0
GCA_025321945.1,AARTBJ010000040.1,0
GCA_014127965.1,SAIE01000076.1,0
GCA_020360695.1,ABDBEA010000031.1,1
GCA_958312385.1,CATRTW010000063.1,1
GCA_014128005.1,DAEAOU010000053.1,0
GCA_012565385.1,DAPOPO010000043.1,0
GCA_029301855.1,AARNQH010000087.1,0
GCA_018050305.1,AARYKV010000030.1,0
GCA_002461395.1,AATNTX010000030.1,0
GCA_013670355.1,ABFFGS010000056.1,0
GCA_009798535.1,WTRB01000042.1,1
GCA_026373615.1,AARQZH010000152.1,0
GCA_025832915.1,JAOSXD010000065.1,1
GCA_015652715.1,AASSUW010000083.1,0
GCA_958334455.1,CATVAZ010000093.1,1
GCA_032411925.1,ABCUYK010000081.1,0
GCA_026420665.1,JAPMMQ010000059.1,1
GCA_015620525.1,JACXJU010000019.1,1
GCA_019830005.1,ABROFG010000051.1,0
GCA_025408885.1,AAVVMN010000059.1,0
GCA_032009905.1,ABMYQR010000030.1,1
GCA_011917845.1,AARDFZ010000041.1,1
GCA_018229225.1,ABJMTH010000033.1,0
GCA_024885255.1,ABHUQL010000016.1,1
GCA_002546435.1,JAQNOA010000052.1,0
GCA_946665645.1,QYZH01000057.1,0
GCA_028222095.1,DANAMG010000047.1,1
GCA_032814025.1,ABOAQD010000039.1,1
GCA_022327025.1,JAHCEC010000084.1,1
GCA_012232345.1,AARXGA010000039.1,1
GCA_036612235.1,JAZJDX010000063.1,1
GCA_024569665.1,AARUHI010000038.1,0
GCA_012385275.1,AARYNO010000029.1,0
GCA_028475785.1,DANFAA010000026.1,1
GCA_012646845.1,AASYRX010000061.1,1
GCA_012616865.1,ABNJBG010000040.1,0
GCA_011858505.1,AARDGN010000064.1,0
GCA_963872735.1,AATHPE010000062.1,0
GCA_012662405.1,DADSAU010000044.1,0
GCA_036177485.1,JAVHIR010000066.1,1
GCA_012011265.1,AARKVV010000072.1,1
GCA_019277755.1,ABBJMQ010000053.1,1
GCA_011901095.1,AASLQW010000064.1,0
GCA_016697345.1,DAEAVB010000060.1,0
GCA_025425575.1,LODF01000152.1,0
GCA_031642815.1,DABHMT010000049.1,0
GCA_013772665.1,DARMMY010000050.1,0
GCA_029112845.1,AAQXGD010000030.1,0
GCA_012141165.1,AARTBY010000070.1,1
GCA_027906995.1,ABKDJM010000030.1,1
GCA_032264605.1,ABKGDF010000072.1,0
GCA_015337145.1,AAXEQV010000022.1,1
GCA_025251485.1,CAJPVV010000007.1,0
GCA_021248225.1,ABEJHD010000031.1,1
GCA_012087975.1,AARPMA010000034.1,1
GCA_020377585.1,ABQQUP010000068.1,0
GCA_025299115.1,ABPQFC010000034.1,0
GCA_029586195.1,AARMAP010000061.1,0
GCA_002519105.1,AARDYZ010000031.1,0
GCA_017924735.1,AAZZEU010000044.1,1
GCA_016313325.1,AAYEWE010000061.1,1
GCA_032011485.1,DADFJY010000146.1,0
GCA_025288815.1,DAJGRF010000073.1,1
GCA_012015825.1,ABOYCS010000050.1,0
GCA_012217325.1,AAXCSF010000056.1,0
GCA_021193395.1,ABEHCS010000032.1,1
GCA_026671035.1,ABJRIW010000036.1,1
GCA_022611275.1,ABFKGF010000024.1,1
GCA_013129325.1,DABUMW010000100.1,0
GCA_000937135.2,ABKFQN010000034.1,0
GCA_002466925.1,ABLDGK010000054.1,0
GCA_004797355.1,SKDR01000091.1,1
GCA_012351725.1,AASEFL010000076.1,1
GCA_011901115.1,NOTZ01000043.1,0
GCA_900499625.1,AARSXH010000032.1,0
GCA_011911605.1,AAREGY010000052.1,1
GCA_013180855.1,ABGATH010000070.1,0
GCA_034540695.1,JAXREJ010000159.1,1
GCA_002923735.1,AASHCQ010000047.1,0
GCA_012220975.1,AASACB010000090.1,1
GCA_012023965.1,AARLUO010000070.1,1
GCA_012854475.2,DABWEC010000065.1,0
GCA_013422585.1,ABITGV010000029.1,0
GCA_031911665.1,NOCH01000031.1,0
GCA_011939905.1,DAEGQV010000055.1,0
GCA_038449965.1,AAVVDG010000055.1,0
GCA_026260745.1,DAJXYG010000061.1,1
GCA_014967525.1,AAWQZY010000031.1,1
GCA_012587295.1,AASVAW010000043.1,1
GCA_011881045.1,AARBSG010000031.1,1
GCA_014807895.1,AARGPY010000095.1,0
GCA_022975635.1,AAVVTJ010000064.1,0
GCA_012402885.2,AARALB010000035.1,0
GCA_019867465.1,JAKXQR010000039.1,0
GCA_031310255.1,ABMDJI010000054.1,1
GCA_031093605.1,ABLYED010000041.1,1
GCA_012090195.1,AARDPT010000070.1,0
GCA_019439445.1,AASIZD010000065.1,0
GCA_011843845.1,AAQYYV010000037.1,1
GCA_017821575.1,DADUNK010000059.1,1
GCA_009882665.1,DAPJMP010000037.1,0
GCA_023210235.1,DAROCF010000070.1,0
GCA_027986615.1,JAPMGI010000047.1,1
GCA_004767655.1,SRNW01000110.1,1
GCA_020363945.1,AAVVOM010000067.1,0
GCA_013682455.1,AATIUN010000056.1,0
GCA_002111485.1,ASHH01000095.1,1
GCA_014666775.1,AAWFNF010000029.1,1
GCA_014608795.1,DABSWN010000100.1,1
GCA_027555605.1,DALXYN010000021.1,1
GCA_033674965.1,ABOLFJ010000032.1,0
GCA_002735065.1,CAJSCX010000077.1,0
GCA_012069995.1,DADNOQ010000069.1,0
GCA_032277845.1,ABQGJO010000032.1,0
GCA_012060505.1,AAYUJH010000031.1,0
GCA_029942565.1,JAMRDW010000097.1,1
GCA_012329685.1,ABDBNU010000028.1,0
GCA_016442665.1,LQVN01000272.1,0
GCA_011836335.1,PXHM01000058.1,0
GCA_012810635.1,AATHRH010000050.1,1
GCA_019392815.1,AAVVIP010000061.1,0
GCA_019697755.1,ABGKWH010000027.1,0
GCA_036458665.1,ABQDOF010000035.1,1
GCA_000303935.2,ABQWLB010000039.1,0
GCA_012690745.1,AATBUB010000057.1,0
GCA_032894825.1,ABOETI010000024.1,1
GCA_026261085.1,DAQNFS010000013.1,0
GCA_016313325.1,AARTJG010000079.1,0
GCA_012663205.1,AAADPJ020000040.1,0
GCA_015160385.1,JADDSS010000087.1,1
GCA_014437165.1,CAJVKJ010000034.1,0
GCA_012365895.2,AASIPJ020000044.1,1
GCA_036437225.1,AATEOJ010000085.1,0
GCA_024484245.1,ABHHYC010000050.1,1
GCA_032943935.1,ABOFOV010000070.1,1
GCA_011883625.1,AARBWD010000034.1,1
GCA_030199835.1,QONU01000068.1,0
GCA_024458955.1,BNGA01000004.1,0
GCA_014144845.1,AAUFKH010000032.1,0
GCA_027830475.1,NWPR01000060.1,0
GCA_020367285.1,AARDEW010000031.1,0
GCA_012235285.1,AARXAB010000104.1,1
GCA_025230835.1,ABIHKS010000015.1,1
GCA_026268145.1,JAZIQJ010000058.1,0
GCA_012481075.1,AASPQZ010000049.1,1
GCA_020277785.1,ABCWPF010000030.1,1
GCA_017082525.1,AAZBHV010000109.1,1
GCA_012815995.1,AATIEJ010000047.1,1
GCA_029742025.1,AASAUC010000082.1,0
GCA_008755875.1,ABAZHR010000028.1,0
GCA_014290355.1,AAVNYC010000080.1,1
GCA_013354075.1,UGBJ01000002.1,0
GCA_012585575.1,AASUWP010000032.1,1
GCA_012025365.1,AARLXK010000052.1,1
GCA_000778745.1,JSPX01000064.1,1
GCA_005046905.1,RRCV01000182.1,1
GCA_011948585.1,AARGNA010000058.1,1
GCA_004231525.2,JAQNLH010000060.1,0
GCA_012021945.1,AASGQN010000069.1,0
GCA_012145005.1,AATJYF010000043.1,0
GCA_012555805.1,AASSUW010000111.1,1
GCA_021141185.1,ABEFEC010000047.1,1
GCA_012144025.1,AARTHK010000132.1,1
GCA_026373755.1,ABCTXU010000033.1,0
GCA_024445995.1,ABHHAH010000063.1,1
GCA_013063085.1,ABNHGR010000049.1,0
GCA_019983645.1,AASGBM010000033.1,0
GCA_023875805.1,JAKXPM010000048.1,1
GCA_015595805.4,ABBIFY010000055.1,0
GCA_011825795.1,AAQXSR010000135.1,1
GCA_020315955.1,AARYTQ010000050.1,0
GCA_031030985.1,ABLWAU010000034.1,1
GCA_013506455.1,LK985409.1,0
GCA_019919165.1,ABCJAY010000032.1,1
GCA_958304765.1,CATQRJ010000045.1,1
GCA_031762025.1,AAQWOB010000095.1,0
GCA_014330825.1,JACFEO010000035.1,1
GCA_011880585.1,JAGMNR010000043.1,0
GCA_016543585.1,AAYOCI010000091.1,1
GCA_013650845.1,ABJXYQ010000040.1,0
GCA_012725555.1,AATDMM010000040.1,1
GCA_017273095.1,AASBFM010000030.1,0
GCA_032689785.1,AARCST010000031.1,0
GCA_011885665.1,AARBZX010000063.1,1
GCA_015211525.1,ABJRIW010000036.1,0
GCA_025790525.3,ABIYDR030000077.1,1
GCA_033048775.1,AASHUA010000098.1,0
GCA_036950665.1,JAQNLJ010000041.1,1
GCA_029080495.1,JAEGHV010000026.1,1
GCA_018939875.1,AARCKW010000042.1,0
GCA_902839435.1,DABWQD010000036.1,0
GCA_011912745.1,DABSZN010000051.1,0
GCA_012148825.1,AARTQK010000032.1,1
GCA_014709535.1,JAJABV010000004.1,0
GCA_024449565.1,DAIIVE010000025.1,1
GCA_030787335.1,DAOXAJ010000017.1,1
GCA_012556745.1,AASSWY010000052.1,1
GCA_005043105.1,JAMRJZ010000034.1,0
GCA_009880495.1,WSJR01000016.1,1
GCA_020803295.1,ABDTAE010000049.1,1
GCA_012703035.1,AATBRQ010000028.1,1
GCA_005392105.1,BGAA01000110.1,1
GCA_002765995.1,BEOG01000016.1,1
GCA_012677205.1,CADEJQ010000096.1,0
GCA_019977985.1,DAEWAC010000031.1,1
GCA_014439385.1,AAVVGU010000066.1,1
GCA_031093185.1,ABLYDB010000038.1,1
GCA_019575235.1,ABBWSQ010000077.1,1
GCA_012152255.1,ABDUCM010000049.1,0
GCA_016260625.1,AAYCNQ010000065.1,1
GCA_014601475.1,AASGFY010000052.1,0
GCA_030378765.1,AARBLA010000059.1,0
GCA_014332155.1,ABMNGM010000031.1,0
GCA_014816205.1,ABAWNS010000032.1,0
GCA_032639725.1,ABNTHI010000070.1,1
GCA_011965445.1,AARPGQ010000030.1,0
GCA_012136425.1,ABCJUL010000067.1,0
GCA_012115795.1,AARRGU010000038.1,1
GCA_027993325.1,ABDAHB010000053.1,0
GCA_012363935.1,AAQXXZ010000059.1,0
GCA_028220885.1,DAJAOU010000057.1,0
GCA_011859345.1,AARACS010000098.1,1
GCA_020821955.1,JAJHJL010000036.1,1
GCA_038029325.1,ABRPYV010000023.1,1
GCA_012061845.1,ABDAPN010000024.1,0
GCA_016557145.1,AAYPAM010000069.1,1
GCA_012646845.1,AASYRX010000043.1,1
GCA_016243615.1,AAYBJR010000072.1,1
GCA_019044025.1,AAZSTB010000051.1,0
GCA_012084255.1,AATGUE010000057.1,0
GCA_017269755.1,RREQ01000072.1,0
GCA_034297655.1,ABPJUD010000031.1,1
GCA_026167425.1,WNUF01000039.1,0
GCA_020309465.1,ABCYIV010000039.1,1
GCA_013537955.1,JAKVXL010000090.1,0
GCA_014609915.1,AASHNK010000019.1,0
GCA_012078275.1,ABKBSO010000049.1,0
GCA_011888425.1,JAMRDX010000129.1,0
GCA_012087135.1,AARPGQ010000030.1,1
GCA_020621465.1,ABDMLU010000063.1,1
GCA_030714625.1,JAUOVM010000039.1,1
GCA_012499465.1,CATVMR010000016.1,0
GCA_012542535.1,ABKIWS010000052.1,0
GCA_028034965.1,AARFYJ010000052.1,0
GCA_012731235.1,AATDRC010000037.1,1
GCA_014247795.1,QGZZ01000177.1,0
GCA_018429325.1,JAGUHI010000029.1,1
GCA_005046905.1,ABOBPW010000031.1,0
GCA_019701145.1,AAQXZF010000033.1,0
GCA_018869885.1,ABGZKJ010000129.1,0
GCA_022092155.1,ABROAT010000021.1,0
GCA_018682895.1,ABOTTK010000031.1,0
